3,10.55,67
3,8.6,69
3,12.28,69
3,7.41,73
3,8.33,73
3,16.13,73
3,9.68,74
3,9.98,75
3,14.6,75
3,15.7,75
3,21.88,75
3,25.46,76
3,16.44,76
3,7.95,76
3,21.19,76
3,19.83,76
3,21.44,76
3,38.7,77
3,21.19,77
3,3.95,77
3,3.88,77
3,2.31,77
3,21.47,78
3,21.15,78
3,24.64,78
3,22.1,78
3,34.22,78
3,23.56,78
3,39.82,79
3,20.13,79
3,21.6,79
3,34.75,79
3,1.39,79
3,-1,80
3,23.54,80
3,24.57,80
3,31.64,80
3,32.37,80
3,23.53,80
3,19.36,80
3,15.58,80
3,2.78,80
3,0.78,80
3,26.88,81
3,29.8,81
3,27.66,81
3,20.97,81
3,-3.14,82
3,37.92,83
3,38.46,83
3,39.2,83
3,4.66,83
3,26.83,83
3,31.43,83
3,20.31,84
3,41.18,84
3,40.71,84
3,7.76,84
3,25.8,84
3,30.28,84
3,30.91,84
3,-2.21,84
3,17.19,85
3,39.67,85
3,40.73,85
3,38.38,85
3,12.24,85
3,23.12,85
3,23,85
3,37.69,85
3,-2.22,85
3,38.08,86
3,24.27,86
3,6.28,86
3,34.27,86
3,21.44,87
3,34.39,87
3,17.14,87
3,12.63,87
3,24.92,87
3,20.84,88
3,37.64,88
3,37.67,88
3,38.65,88
3,-20.9,88
3,22.86,88
3,19.62,88
3,16.1,88
3,4.81,88
3,5.99,88
3,14.16,88
3,36.64,88
3,26.71,88
3,25.68,89
3,21.78,89
3,23.49,89
3,23.95,90
3,16.78,90
3,23.21,90
3,32.38,91
3,36.32,91
3,21.14,91
3,26.01,91
3,28.67,91
3,27.57,92
3,15.57,92
3,9.12,92
3,22.97,92
3,26.67,92
3,25.73,92
3,21.99,92
3,27.05,93
3,31.22,93
3,33.31,93
3,30.73,93
3,21.63,93
3,24.37,94
3,35.99,94
3,36.91,94
3,33.79,94
3,10.87,94
3,26.93,94
3,23.13,94
3,34.56,95
3,38.71,95
3,31.85,95
3,29.53,95
3,29.61,96
3,22.19,96
3,36.52,97
3,33.04,97
3,15.03,97
3,23.52,97
3,31.98,98
3,30.18,98
3,22.19,98
3,31.57,99
3,28.22,99
3,29.17,99
3,24.56,99
3,24.41,99
3,30.23,100
3,29.98,100
3,28.45,100
3,20.99,100
3,31.14,101
3,26.95,101
3,18.91,102
3,29.02,103
3,18.91,103
3,20.85,103
3,30.58,104
3,20.94,104
3,21.76,105
3,30.38,106
3,31.33,106
3,20.52,108
