1,38.7,122
1,39.2,122
1,38.46,123
1,38.38,123
1,37.64,124
1,40.73,124
1,37.92,125
1,39.67,125
1,41.18,125
1,40.71,125
1,39.82,125
1,37.67,126
1,38.65,126
1,22.19,126
1,35.99,128
1,38.71,128
1,36.32,128
1,29.98,128
1,30.58,128
1,25.68,128
1,36.52,129
1,38.08,130
1,30.18,130
1,29.17,130
1,23.52,130
1,23.49,130
1,31.33,131
1,28.45,131
1,24.56,131
1,23,131
1,36.91,132
1,26.95,132
1,21.78,132
1,34.39,133
1,31.85,133
1,31.43,133
1,27.66,133
1,34.56,134
1,33.79,134
1,33.31,134
1,29.61,134
1,18.91,134
1,26.88,134
1,24.92,134
1,26.71,135
1,31.22,136
1,32.38,136
1,33.04,136
1,15.03,136
1,30.91,136
1,29.86,136
1,27.57,137
1,31.98,137
1,30.73,137
1,28.22,138
1,22.19,138
1,27.05,139
1,23.13,139
1,24.37,140
1,31.64,140
1,36.64,140
1,25.81,140
1,20.97,140
1,23.95,141
1,31.57,141
1,20.99,141
1,28.67,141
1,19.62,142
1,17.14,142
1,17.5,142
1,16.13,142
1,20.67,142
1,34.27,142
1,34.22,142
1,22.86,143
1,29.8,143
1,37.69,143
1,18.34,143
1,19.36,143
1,20.84,144
1,21.1,144
1,22.1,144
1,22.96,144
1,24.07,144
1,30.28,144
1,32.37,144
1,23.53,144
1,22.38,145
1,21.44,146
1,23.59,146
1,24.57,146
1,16.13,146
1,5.99,147
1,10.31,147
1,24.64,148
1,9.12,149
1,19.83,149
1,21.15,149
1,21.6,149
1,23.56,149
1,15.58,149
1,15.57,150
1,16.1,150
1,7.48,150
1,23.54,150
1,21.88,150
1,13.76,150
1,20.45,151
1,14.31,151
1,2.36,151
1,20.31,152
1,3.88,152
1,7.76,152
1,6.28,152
1,21.19,152
1,10.87,153
1,4.52,153
1,4.66,153
1,20.13,153
1,5.69,153
1,14.73,154
1,-2.16,154
1,21.19,154
1,2.22,154
1,12.24,155
1,9.69,155
1,2.66,155
1,21.47,155
1,16.09,156
1,17.19,156
1,4.81,156
1,3.11,156
1,6.4,156
1,-4.19,157
1,4.19,157
1,3.64,157
1,1.66,157
1,14.08,157
1,14.6,157
1,17.81,157
1,3.19,157
1,6.92,158
1,2.16,158
1,2.55,158
1,3.95,158
1,19.34,159
1,12.59,160
1,14.73,160
1,2.89,160
1,2.07,160
1,4.67,160
1,1.17,161
1,-3.71,161
1,-0.06,161
1,8.98,161
1,8.6,161
1,1.16,162
1,0.1,162
1,0.96,162
1,0.83,162
1,19.18,162
1,18.5,162
1,7.41,162
1,0.06,163
1,2.22,163
1,-0.28,163
1,7.95,163
1,-1.52,163
1,-0.67,164
1,-2.19,164
1,-2.38,164
1,1.86,164
1,1.28,164
1,16.44,164
1,10.55,164
1,12.28,164
1,1.39,164
1,5.21,165
1,3.31,165
1,-4.17,165
1,1,165
1,9.98,165
1,2.31,165
1,-0.83,165
1,-1.37,166
1,8.33,166
1,-3.07,166
1,-2.62,166
1,-2.99,167
1,9.84,167
1,3.88,167
1,2.29,167
1,-0.65,167
1,-3.14,167
1,-4.98,168
1,-8.82,168
1,12.64,168
1,-2.22,168
1,-0.69,168
1,-3.98,168
1,-2.21,168
1,0.22,168
1,-0.38,168
1,0.14,168
1,-4.52,169
1,-1.52,169
1,-11.93,169
1,-7.72,169
1,1.73,169
1,3.25,169
1,2.31,169
1,1.55,169
1,0.78,169
1,-1.93,169
1,-10.16,169
1,-2.09,169
1,-2.46,170
1,-4.69,170
1,-0.51,170
1,-0.76,170
1,-8.65,171
1,-9.84,171
1,-1.48,172
1,1.35,172
1,-6.14,172
1,-9.92,173
1,10.59,173
1,-0.1,173
1,-7.7,174
1,-9.12,174
1,-13.51,174
1,-12.37,174
1,13.16,174
1,-0.19,175
1,-7.53,175
1,0.24,175
1,6.44,175
1,5.69,175
1,9.68,175
1,-4.78,176
1,-14.69,176
1,-0.36,176
1,9.74,176
1,2.78,176
1,-6.02,177
1,-12.88,177
1,-14.87,177
1,-17.92,177
1,-6.54,177
1,-15.35,177
1,-16.81,177
1,0.68,177
1,2.07,177
1,-3.63,178
1,7.31,178
1,-13.99,179
1,-13.23,179
1,-16.03,179
1,1.3,179
1,7.98,179
1,-0.75,180
1,-22.68,180
1,-15.46,180
1,-14.31,180
1,-13.06,181
1,-3.22,181
1,-24.96,182
1,-13.68,182
1,-5.18,182
1,-5.9,182
1,-14.97,183
1,-18.34,183
1,-20.28,183
1,-8.35,183
1,-25.95,184
1,-23.41,184
1,-23.51,184
1,-16.69,184
1,-21.73,184
1,-24.84,185
1,-25.67,185
1,-24.27,185
1,-17.76,185
1,-21.99,185
1,-18.87,185
1,-24.97,186
1,-21.48,187
1,-23.05,187
1,-23.52,188
1,-20.82,188
