3,21.99,140
3,23.21,154
3,26.93,162
3,34.75,165
3,36.64,166
3,20.94,167
3,29.53,169
3,29.17,169
3,-1,169
3,21.63,169
3,37.69,169
3,38.71,171
3,29.98,171
3,24.27,171
3,23.12,171
3,26.01,171
3,25.46,171
3,32.37,171
3,40.73,172
3,31.14,172
3,23.52,172
3,25.8,172
3,34.27,172
3,30.91,172
3,39.67,173
3,39.2,173
3,38.38,173
3,22.97,173
3,26.83,173
3,21.78,173
3,31.43,173
3,36.52,174
3,37.64,174
3,38.46,174
3,30.18,174
3,22.19,174
3,21.14,174
3,26.67,174
3,25.73,174
3,23.49,174
3,34.22,174
3,27.66,174
3,35.99,175
3,36.91,175
3,41.18,175
3,40.71,175
3,39.82,175
3,38.7,175
3,29.02,175
3,31.33,175
3,21.76,175
3,24.92,175
3,23,175
3,26.71,175
3,38.08,176
3,37.67,176
3,38.65,176
3,20.52,176
3,16.78,176
3,28.45,176
3,24.41,176
3,34.39,177
3,37.92,177
3,33.04,177
3,30.58,177
3,18.91,177
3,26.88,177
3,30.28,177
3,28.67,177
3,36.32,178
3,30.23,178
3,28.22,178
3,18.91,178
3,25.68,178
3,24.57,178
3,33.79,179
3,26.95,179
3,24.56,179
3,12.63,179
3,23.13,179
3,29.8,179
3,34.56,180
3,29.61,180
3,31.57,180
3,31.85,180
3,20.85,180
3,20.99,180
3,21.15,180
3,22.1,180
3,20.97,180
3,23.53,180
3,27.05,181
3,27.57,181
3,33.31,181
3,19.83,181
3,23.54,181
3,21.88,181
3,24.64,181
3,21.44,181
3,31.64,181
3,23.56,181
3,19.36,181
3,31.22,182
3,32.38,182
3,31.98,182
3,30.73,182
3,14.16,182
3,15.03,182
3,-20.9,183
3,22.19,183
3,7.41,183
3,21.47,183
3,20.13,183
3,21.6,183
3,20.84,184
3,9.12,184
3,7.76,184
3,14.6,184
3,15.7,184
3,1.39,184
3,20.31,185
3,23.95,185
3,24.37,185
3,6.28,185
3,8.33,185
3,10.55,185
3,21.19,185
3,21.19,185
3,2.78,185
3,21.44,186
3,22.86,186
3,19.62,186
3,5.99,186
3,9.98,186
3,12.28,186
3,7.95,187
3,8.6,187
3,16.13,187
3,15.58,187
3,3.88,187
3,17.19,188
3,17.14,188
3,4.66,188
3,3.95,189
3,-2.22,189
3,2.31,190
3,15.57,191
3,16.1,191
3,9.68,191
3,-2.21,191
3,0.78,192
3,-3.14,194
3,12.24,195
3,4.81,196
3,10.87,199
3,30.38,199
3,16.44,204
